title,creation_date,score,link,tags,is_answered
Table to check all landscapes and clients in server,1490279770,0,https://stackoverflow.com/questions/42979166/table-to-check-all-landscapes-and-clients-in-server,"abap, sap-basis",True
FM or something like that to copy cofiles from one server to another,1489762495,0,https://stackoverflow.com/questions/42860684/fm-or-something-like-that-to-copy-cofiles-from-one-server-to-another,"abap, transport, sap-basis",False
Asking Access Key while creating a data element,1489054548,0,https://stackoverflow.com/questions/42692548/asking-access-key-while-creating-a-data-element,"abap, sap-basis",True
SAP - Java (Spring Boot) integration,1487597581,0,https://stackoverflow.com/questions/42345928/sap-java-spring-boot-integration,"java, spring-boot, web-services, sap-basis, jco",False
Number Ranges different year by year in SAP,1486112343,0,https://stackoverflow.com/questions/42020346/number-ranges-different-year-by-year-in-sap,"range, abap, sap-basis",False
DB2 Users on SAP,1485925184,0,https://stackoverflow.com/questions/41972197/db2-users-on-sap,"db2, sap-basis",True
Transaction per user historical report?,1485585338,2,https://stackoverflow.com/questions/41907072/transaction-per-user-historical-report,"sap-erp, sap-basis",True
No system in Service Maintenance while generating OData service,1483033315,1,https://stackoverflow.com/questions/41384679/no-system-in-service-maintenance-while-generating-odata-service,"odata, sap-basis, sap-gateway",True
SAP VBA Popup Close,1482409097,0,https://stackoverflow.com/questions/41283028/sap-vba-popup-close,"excel, vba, sap-gui, sap-basis",True
How to make MYSAPSSO2 cookie persistent,1481630290,0,https://stackoverflow.com/questions/41120589/how-to-make-mysapsso2-cookie-persistent,"cookies, sapui5, persistent, sap-fiori, sap-basis",True
spool/job logs for SAP foreground,1481558843,0,https://stackoverflow.com/questions/41104860/spool-job-logs-for-sap-foreground,"logging, jobs, foreground, spool, sap-basis",False
Adobe LiveCycle Designer hide label description of textfield,1481297558,2,https://stackoverflow.com/questions/41063827/adobe-livecycle-designer-hide-label-description-of-textfield,"adobe, sap-basis, livecycle-designer, adobe-form",True
SAP Customizing tasks - Import order,1480546507,-1,https://stackoverflow.com/questions/40899774/sap-customizing-tasks-import-order,sap-basis,False
Upload of GOS Attachment throws error when accessing knowledge provider,1480073214,0,https://stackoverflow.com/questions/40803973/upload-of-gos-attachment-throws-error-when-accessing-knowledge-provider,"content-management-system, attachment, sap-basis",False
Pyrfc: RFCTable type TBL1024,1479912094,0,https://stackoverflow.com/questions/40767381/pyrfc-rfctable-type-tbl1024,"python, content-management-system, saprfc, sap-basis, pyrfc",True
Transaction for getting surname of logged-in user,1478549311,0,https://stackoverflow.com/questions/40473719/transaction-for-getting-surname-of-logged-in-user,"authentication, sap-basis",True
SOAMANAGER can not be displayed,1473065296,2,https://stackoverflow.com/questions/39326882/soamanager-can-not-be-displayed,"abap, trial, sap-basis",True
Log in and collect data from extranet page using CURL and cookies,1472636473,1,https://stackoverflow.com/questions/39246060/log-in-and-collect-data-from-extranet-page-using-curl-and-cookies,"php, curl, single-sign-on, sap-basis",False
"How Users can call a SAP module, should they Log in?",1471537149,-2,https://stackoverflow.com/questions/39023100/how-users-can-call-a-sap-module-should-they-log-in,"abap, sap-basis",True
What is the difference between NetWeaver and NetWeaver administrator?,1470423301,0,https://stackoverflow.com/questions/38796069/what-is-the-difference-between-netweaver-and-netweaver-administrator,"sap-basis, netweaver",True
SAP SOAMANAGER ping to Oracle Service Bus webservice endpoint fails,1469516856,0,https://stackoverflow.com/questions/38583216/sap-soamanager-ping-to-oracle-service-bus-webservice-endpoint-fails,"web-services, ping, osb, sap-basis",True
Reset Cache of Basis CHIPs (/UI2/CHIP_CSTAT) is locked by user xxxx in Activating &quot;Manage Purchase Orders&quot;,1468563746,0,https://stackoverflow.com/questions/38389131/reset-cache-of-basis-chips-ui2-chip-cstat-is-locked-by-user-xxxx-in-activatin,"sap-fiori, sap-erp, sap-basis",False
Movilizer - Send data to bluetooth printer,1467099508,1,https://stackoverflow.com/questions/38069951/movilizer-send-data-to-bluetooth-printer,"printing, bluetooth, sap-basis, movilizer",True
How can I limit user access to transaction SOST?,1465305586,1,https://stackoverflow.com/questions/37680603/how-can-i-limit-user-access-to-transaction-sost,"email, authorization, abap, sap-basis",True
Error ENDABAP is not defined in eCATT Script,1463753750,1,https://stackoverflow.com/questions/37349045/error-endabap-is-not-defined-in-ecatt-script,"abap, sap-basis",False
CSRF token validation failed in Odata4j,1462096684,1,https://stackoverflow.com/questions/36965342/csrf-token-validation-failed-in-odata4j,"csrf, sap-basis, odata4j",False
Excluding view cluster maintenance from transport,1460037557,1,https://stackoverflow.com/questions/36478464/excluding-view-cluster-maintenance-from-transport,"view, abap, sap-basis, sap-data-dictionary",True
View transport request contents without a SAP system?,1459766104,4,https://stackoverflow.com/questions/36400286/view-transport-request-contents-without-a-sap-system,"abap, transport, sap-basis",True
Cannot delete SAP Change Request due to locked objects,1457545879,0,https://stackoverflow.com/questions/35898969/cannot-delete-sap-change-request-due-to-locked-objects,"customization, sap-basis",True
Writing to customizing table programmatically and logging changes,1457343813,1,https://stackoverflow.com/questions/35840437/writing-to-customizing-table-programmatically-and-logging-changes,"logging, abap, sap-basis",True
Changing implementation of SAP Note 303453 - User exits for shipping data determination in STO,1456844348,0,https://stackoverflow.com/questions/35726212/changing-implementation-of-sap-note-303453-user-exits-for-shipping-data-determ,"abap, sap-erp, sap-basis",False
Authority-check with ACTVT = 01 or 02,1455283048,1,https://stackoverflow.com/questions/35363607/authority-check-with-actvt-01-or-02,"abap, sap-basis",True
Event handling on save button click,1455029818,0,https://stackoverflow.com/questions/35295178/event-handling-on-save-button-click,"abap, sap-basis",True
Microsoft.Adapters.SAP properties not listed in the filters section when creating a send port,1452716748,0,https://stackoverflow.com/questions/34776378/microsoft-adapters-sap-properties-not-listed-in-the-filters-section-when-creatin,"biztalk, sap-erp, sap-basis, biztalk-2013r2",True
Function module &quot;SUBST_GET_INSTNO&quot; : Since when does it perform authority-check?,1449502432,0,https://stackoverflow.com/questions/34137333/function-module-subst-get-instno-since-when-does-it-perform-authority-check,"authorization, abap, sap-basis",False
Login into SAP using admin user fails,1448710137,0,https://stackoverflow.com/questions/33970791/login-into-sap-using-admin-user-fails,sap-basis,True
SAP instance definition,1448619128,-1,https://stackoverflow.com/questions/33955064/sap-instance-definition,sap-basis,False
Changing SAP standard code with access key,1448280496,0,https://stackoverflow.com/questions/33870750/changing-sap-standard-code-with-access-key,"abap, sap-basis",True
ROLL IN / OUT in SAP Memory Management,1448056221,1,https://stackoverflow.com/questions/33836640/roll-in-out-in-sap-memory-management,sap-basis,True
"DBACOCKPIT tcode on two SAP systems look different, why?",1444205105,2,https://stackoverflow.com/questions/32986897/dbacockpit-tcode-on-two-sap-systems-look-different-why,"abap, sap-basis",True
SAP NetWeaver Application Server installation hangs,1442571126,0,https://stackoverflow.com/questions/32649445/sap-netweaver-application-server-installation-hangs,"installation, sap-basis, netweaver",False
SAP Web-Service pass Binary Data to C#,1442481841,-1,https://stackoverflow.com/questions/32626781/sap-web-service-pass-binary-data-to-c,"c#, web-services, binary-data, sap-basis",True
connecting external Oracle database to SAP system,1440759880,0,https://stackoverflow.com/questions/32269596/connecting-external-oracle-database-to-sap-system,"oracle-database, oracle11g, sap-basis",False
How to define the SAP mandant/client number in an SAPUI5 application running inside Eclipse WebApp preview?,1440402876,2,https://stackoverflow.com/questions/32177065/how-to-define-the-sap-mandant-client-number-in-an-sapui5-application-running-ins,"sapui5, sap-basis, netweaver",True
Single Sign-On for SAPUI5 app: how to set up?,1438090764,1,https://stackoverflow.com/questions/31678006/single-sign-on-for-sapui5-app-how-to-set-up,"single-sign-on, sapui5, sap-basis",True
Publish API in WSO2 API Manager Publisher to call a WSDL SAP,1437638030,0,https://stackoverflow.com/questions/31581301/publish-api-in-wso2-api-manager-publisher-to-call-a-wsdl-sap,"web-services, sap-basis, netweaver",False
&quot;Install&quot; SAP custom program in SAP System,1437404114,0,https://stackoverflow.com/questions/31519696/install-sap-custom-program-in-sap-system,"abap, sap-basis",True
consume SAP Webservice within .net application - authentication error 401,1436724847,2,https://stackoverflow.com/questions/31371003/consume-sap-webservice-within-net-application-authentication-error-401,"c#, .net, web-services, sap-basis",True
Getting &quot;Not logged on in interface XBP&quot; error when calling XBP function module via SAP .NET Connector,1435920653,1,https://stackoverflow.com/questions/31205019/getting-not-logged-on-in-interface-xbp-error-when-calling-xbp-function-module,"jobs, sap-basis, bapi, sap-dotnet-connector",True
How to execute SAP scheduled JOB via SAP .NET Connector,1435648347,1,https://stackoverflow.com/questions/31131840/how-to-execute-sap-scheduled-job-via-sap-net-connector,"sap-basis, sap-dotnet-connector",True
How to execute an SAP transaction code either using Python or Java?,1435561638,0,https://stackoverflow.com/questions/31109689/how-to-execute-an-sap-transaction-code-either-using-python-or-java,"java, python-2.7, sap-basis",True
How to copy a lot of code to a different company,1433488409,2,https://stackoverflow.com/questions/30660505/how-to-copy-a-lot-of-code-to-a-different-company,"abap, sap-basis, bapi",True
how to read text files from content repository,1433392100,-1,https://stackoverflow.com/questions/30634939/how-to-read-text-files-from-content-repository,"content-management-system, abap, sap-basis",True
How to change .NET WSDL to make it SAP compatible?,1432710910,1,https://stackoverflow.com/questions/30475581/how-to-change-net-wsdl-to-make-it-sap-compatible,".net, web-services, wcf, wsdl, sap-basis",True
Trying to limit the information shown in certain transactions depending on roles,1431636425,1,https://stackoverflow.com/questions/30247049/trying-to-limit-the-information-shown-in-certain-transactions-depending-on-roles,"authentication, permissions, abap, roles, sap-basis",False
How do we obtain SAP JCo data for tcode DB02,1431511513,0,https://stackoverflow.com/questions/30211614/how-do-we-obtain-sap-jco-data-for-tcode-db02,"sap-basis, jco",True
oracle table entry does not exist,1430466976,0,https://stackoverflow.com/questions/29983450/oracle-table-entry-does-not-exist,"oracle-database, installation, hp-ux, sap-basis",True
SAP JCO Function Modules for CCMS,1429685335,1,https://stackoverflow.com/questions/29789806/sap-jco-function-modules-for-ccms,"abap, jco, bapi, sap-basis",True
"while connecting to SAP Quality System, throw an Connection Exception exception",1429612016,0,https://stackoverflow.com/questions/29769557/while-connecting-to-sap-quality-system-throw-an-connection-exception-exception,"c#, sap-basis",False
incorrect value: unknown namespace http://www.w3.org/2001/xmlschema,1428662983,1,https://stackoverflow.com/questions/29559526/incorrect-value-unknown-namespace-http-www-w3-org-2001-xmlschema,"web-services, soap, wsdl, soa, sap-basis",True
Virtual Interface Method not supported when DLL used by VB6 program,1428418195,0,https://stackoverflow.com/questions/29494526/virtual-interface-method-not-supported-when-dll-used-by-vb6-program,"c#, web-services, dll, vb6, sap-basis",True
What is the likely meaning of this character sequence? A&amp;#C,1428335644,0,https://stackoverflow.com/questions/29474708/what-is-the-likely-meaning-of-this-character-sequence-ac,"csv, escaping, abap, sap-basis",True
SSL Peer Certificate Untrusted in SAP,1428151423,0,https://stackoverflow.com/questions/29446537/ssl-peer-certificate-untrusted-in-sap,"ssl, https, ssl-certificate, abap, sap-basis",True
Unable to access DBCONN after migration to EHP7,1425549133,1,https://stackoverflow.com/questions/28874773/unable-to-access-dbconn-after-migration-to-ehp7,"sql, abap, sap-basis",True
A bug while displaying permissions in SU56,1424688686,2,https://stackoverflow.com/questions/28672027/a-bug-while-displaying-permissions-in-su56,"permissions, sap-basis",True
SAP creating TDC in ECATT with Variant parameter = sy-datum,1423238018,0,https://stackoverflow.com/questions/28369616/sap-creating-tdc-in-ecatt-with-variant-parameter-sy-datum,"abap, sap-basis",False
php SoapClient Parsing WSDL: Unknown required WSDL extension,1422623858,2,https://stackoverflow.com/questions/28236809/php-soapclient-parsing-wsdl-unknown-required-wsdl-extension,"php, web-services, soap, saprfc, sap-basis",False
BDC Recording with Mandatory Fields,1422534749,1,https://stackoverflow.com/questions/28214860/bdc-recording-with-mandatory-fields,"ui-automation, abap, sap-basis",False
How should Tcode be used in JCO program,1419797576,-1,https://stackoverflow.com/questions/27680184/how-should-tcode-be-used-in-jco-program,"sap-gui, sap-basis, jco",True
Does SAP ABAP offer a way to sign assemblies?,1419693400,1,https://stackoverflow.com/questions/27668571/does-sap-abap-offer-a-way-to-sign-assemblies,"binary, abap, sign, integrity, sap-basis",True
"Implementing Single Sign-On from .NET Application to SAP System, using SAP.NET Connector 3.0",1418216994,1,https://stackoverflow.com/questions/27401872/implementing-single-sign-on-from-net-application-to-sap-system-using-sap-net-c,"iis, single-sign-on, sap-basis, sap-dotnet-connector",True
How to enable mp3 content type in SAP Authoring Tool,1418057106,0,https://stackoverflow.com/questions/27362690/how-to-enable-mp3-content-type-in-sap-authoring-tool,"scorm, sap-basis, netweaver",True
Is there a standard way to get previous login date of SAP user?,1417004086,2,https://stackoverflow.com/questions/27148942/is-there-a-standard-way-to-get-previous-login-date-of-sap-user,"abap, sap-basis",True
Integrating SAP with PHP backend,1415177052,1,https://stackoverflow.com/questions/26752832/integrating-sap-with-php-backend,"php, mysql, sap-basis",True
What data is available through SAP JCo,1413878044,0,https://stackoverflow.com/questions/26481562/what-data-is-available-through-sap-jco,"sap-basis, bapi, jco",True
Change user password in child system remotely from CUA,1411540309,0,https://stackoverflow.com/questions/26010076/change-user-password-in-child-system-remotely-from-cua,"abap, bapi, sap-basis",False
Current working directory for SXPG_COMMAND_EXECUTE?,1410261104,1,https://stackoverflow.com/questions/25743176/current-working-directory-for-sxpg-command-execute,"command-line, abap, sap-basis",True
C# response object reference not set while calling SAP webservice,1409304674,0,https://stackoverflow.com/questions/25565482/c-response-object-reference-not-set-while-calling-sap-webservice,"c#, .net, web-services, soap, sap-basis",False
BAPI for reading CCMS values,1408449711,3,https://stackoverflow.com/questions/25382905/bapi-for-reading-ccms-values,"abap, bapi, sap-basis",True
How to display list of attachments from Generic Object Services,1408354918,2,https://stackoverflow.com/questions/25360339/how-to-display-list-of-attachments-from-generic-object-services,"abap, sap-basis",True
Call SAP webservice by PHP with parameters,1408347564,2,https://stackoverflow.com/questions/25358370/call-sap-webservice-by-php-with-parameters,"php, web-services, sap-erp, sap-basis",False
SAP user change,1406550973,1,https://stackoverflow.com/questions/24995397/sap-user-change,"web-services, struct, vbscript, sap-basis, bapi",False
SOAP endpoint to be called from SAP,1406037859,0,https://stackoverflow.com/questions/24889570/soap-endpoint-to-be-called-from-sap,"c#, xml, wcf, soap, sap-basis",True
Add Web Service Reference fails,1405440702,0,https://stackoverflow.com/questions/24763133/add-web-service-reference-fails,"c#, web-services, soap, sap-basis",True
Transport a single method instead of a complete ABAP class,1397836332,3,https://stackoverflow.com/questions/23157602/transport-a-single-method-instead-of-a-complete-abap-class,"abap, transport, sap-basis",True
Is there any way to create roles and profiles in mass in SAP?,1396903586,1,https://stackoverflow.com/questions/22922762/is-there-any-way-to-create-roles-and-profiles-in-mass-in-sap,"abap, sap-basis",True
How to reset password in SAP software using BAPI_USER_CHANGE?,1395317943,1,https://stackoverflow.com/questions/22532803/how-to-reset-password-in-sap-software-using-bapi-user-change,"java, passwords, sap-basis, jco",False
how to reset password in SAP system using BAPI?,1395311300,0,https://stackoverflow.com/questions/22530044/how-to-reset-password-in-sap-system-using-bapi,"java, change-password, sap-basis, bapi, jco",True
"What is difference between se01, se09 and se10?",1394270250,3,https://stackoverflow.com/questions/22267429/what-is-difference-between-se01-se09-and-se10,sap-basis,True
Source of most common SAP runtime error descriptions,1393926090,1,https://stackoverflow.com/questions/22168144/source-of-most-common-sap-runtime-error-descriptions,"runtime-error, sap-basis",True
Consuming SAP WebService - request sent twice and fails every time,1393407176,0,https://stackoverflow.com/questions/22037145/consuming-sap-webservice-request-sent-twice-and-fails-every-time,"c#, web-services, wcf, sap-basis",True
How to change selection popup for countries in sap,1392645376,0,https://stackoverflow.com/questions/21830947/how-to-change-selection-popup-for-countries-in-sap,"selection, popupwindow, sap-basis, sap-data-dictionary",True
LDAPMAP - Mapping SAP data to LDAP via RSLDAPSYNC_USER function,1390326911,4,https://stackoverflow.com/questions/21265628/ldapmap-mapping-sap-data-to-ldap-via-rsldapsync-user-function,"active-directory, ldap, abap, sap-basis, function-module",True
Can I save changes to objects to another TR besides those they are locked?,1389609934,5,https://stackoverflow.com/questions/21089310/can-i-save-changes-to-objects-to-another-tr-besides-those-they-are-locked,"versioning, abap, transport, sap-basis",True
Cross Origin Resource Sharing (CORS) issue,1388501937,2,https://stackoverflow.com/questions/20859118/cross-origin-resource-sharing-cors-issue,"javascript, html, jquery, cors, sap-basis",True
SAP Education Server Instance for Purpose of Learning,1388133301,1,https://stackoverflow.com/questions/20797432/sap-education-server-instance-for-purpose-of-learning,sap-basis,True
Connect to SAP message server through JCo,1385641921,4,https://stackoverflow.com/questions/20266332/connect-to-sap-message-server-through-jco,"java, sap-basis, jco",True
Retrieving Object names and Transfer requests for an entire package programmatically,1383042924,1,https://stackoverflow.com/questions/19655765/retrieving-object-names-and-transfer-requests-for-an-entire-package-programmatic,"abap, transport, sap-basis",True
STAD data extraction into Java Application,1382893922,0,https://stackoverflow.com/questions/19620888/stad-data-extraction-into-java-application,"abap, saprfc, jco, sap-basis",False
Filtering fields in RFC_READ_TABLE with SAP JCo,1382163171,1,https://stackoverflow.com/questions/19463019/filtering-fields-in-rfc-read-table-with-sap-jco,"java, sap-basis, jco",True
Can I generate a WSDL file without binding and service information?,1380008205,3,https://stackoverflow.com/questions/18975618/can-i-generate-a-wsdl-file-without-binding-and-service-information,"web-services, wsdl, sap-basis, netweaver",True
Can I import SAP tables that were exported by SE16?,1377264510,0,https://stackoverflow.com/questions/18404082/can-i-import-sap-tables-that-were-exported-by-se16,"data-migration, replicate, sap-basis, sap-data-dictionary",True
Delete table entry locks,1377252813,-1,https://stackoverflow.com/questions/18400244/delete-table-entry-locks,"locking, abap, sap-basis, function-module",False
Read Security Audit Log static and dynamic filters using RFC,1376807594,2,https://stackoverflow.com/questions/18296373/read-security-audit-log-static-and-dynamic-filters-using-rfc,"filter, abap, audit, saprfc, sap-basis",False
Limit maintenance view output based on authorization,1375669760,5,https://stackoverflow.com/questions/18049812/limit-maintenance-view-output-based-on-authorization,"authorization, abap, sap-basis, sap-data-dictionary",True
Send mail to initiator&#39;s manager in SAP Workflow,1374751415,1,https://stackoverflow.com/questions/17856613/send-mail-to-initiators-manager-in-sap-workflow,"workflow, sap-basis",True
SAP NetWeaver Application Server ABAP 7.03 trial error after installation,1374001980,-1,https://stackoverflow.com/questions/17685089/sap-netweaver-application-server-abap-7-03-trial-error-after-installation,"abap, sap-basis",True
Sap Code Inspector - Generating a table of all PCodes linked to the classes,1373981504,1,https://stackoverflow.com/questions/17677945/sap-code-inspector-generating-a-table-of-all-pcodes-linked-to-the-classes,"abap, sap-basis",False
Sap Code Inspector how to use cl_ci_objectset class,1373534106,2,https://stackoverflow.com/questions/17589530/sap-code-inspector-how-to-use-cl-ci-objectset-class,"abap, sap-basis",True
Can the user be forced to enter a non-initial value by the Table Maintenance screen in SM30?,1373305931,0,https://stackoverflow.com/questions/17532952/can-the-user-be-forced-to-enter-a-non-initial-value-by-the-table-maintenance-scr,"abap, sap-basis, sap-data-dictionary",True
PKCS7 Verify digital signature in Java,1370951999,4,https://stackoverflow.com/questions/17043569/pkcs7-verify-digital-signature-in-java,"java, security, pkcs#7, sap-basis",True
&#39;SAP Android Apps&#39; Not able to create Project - &quot;Template Generation Wizard Error&quot;,1370357189,0,https://stackoverflow.com/questions/16920828/sap-android-apps-not-able-to-create-project-template-generation-wizard-erro,"android, templates, mobile, eclipse-plugin, sap-basis",False
How to check status of a running program,1369310694,6,https://stackoverflow.com/questions/16713467/how-to-check-status-of-a-running-program,"abap, sap-basis",True
"SOAP Web Service accessing with PHP, need a blank Header",1369297870,0,https://stackoverflow.com/questions/16709136/soap-web-service-accessing-with-php-need-a-blank-header,"php, soap, sap-basis",False
How to find the Transport Request with my custom objects?,1366892005,2,https://stackoverflow.com/questions/16214435/how-to-find-the-transport-request-with-my-custom-objects,"abap, transport, sap-basis, function-module",True
Configure SAP .NET Connector for SNC using config file in C#,1366359180,2,https://stackoverflow.com/questions/16100161/configure-sap-net-connector-for-snc-using-config-file-in-c,"c#, configuration, sap-basis, sap-dotnet-connector",True
Displaying UTF-8 characters in PDF,1366125599,3,https://stackoverflow.com/questions/16040836/displaying-utf-8-characters-in-pdf,"javascript, pdf, utf-8, character-encoding, sap-basis",True
Find all objects related to a list of transport requests,1363009089,1,https://stackoverflow.com/questions/15340049/find-all-objects-related-to-a-list-of-transport-requests,"transport, sap-basis",True
Problems with SOAP request,1362666805,3,https://stackoverflow.com/questions/15273862/problems-with-soap-request,"web-services, soap, siebel, sap-basis",True
Is it possible to check specific values with eCATT?,1362147287,0,https://stackoverflow.com/questions/15159798/is-it-possible-to-check-specific-values-with-ecatt,"testing, automated-tests, sap-erp, sap-basis",True
How to update SAP database from Asp.net App,1361860394,0,https://stackoverflow.com/questions/15082836/how-to-update-sap-database-from-asp-net-app,sap-basis,True
SAP management console turned yellow; cannot log in SAP system anymore,1361772665,0,https://stackoverflow.com/questions/15061105/sap-management-console-turned-yellow-cannot-log-in-sap-system-anymore,sap-basis,False
Orbeon Single sign-on to SAP Netweaver,1359724198,0,https://stackoverflow.com/questions/14647040/orbeon-single-sign-on-to-sap-netweaver,"security, single-sign-on, orbeon, sap-basis, netweaver",False
Powershell Script from SAP Scheduler,1359479530,1,https://stackoverflow.com/questions/14588360/powershell-script-from-sap-scheduler,"powershell, sap-basis",True
Creation of REST service in SAP ECC 6.0 environment,1355139355,2,https://stackoverflow.com/questions/13800189/creation-of-rest-service-in-sap-ecc-6-0-environment,"jquery, rest, sap-erp, sap-basis",True
"What&#39;s the difference between SAP HANA and Memcached, Redis and existing databases hacked to use memory instead of disk?",1352370448,16,https://stackoverflow.com/questions/13287149/whats-the-difference-between-sap-hana-and-memcached-redis-and-existing-databas,"redis, memcached, hana, sap-basis",True
Sending a request to SOAP WSDL,1350916974,1,https://stackoverflow.com/questions/13013860/sending-a-request-to-soap-wsdl,"javascript, soap, wsdl, saprfc, sap-basis",True
Read config data from E071K,1349882738,1,https://stackoverflow.com/questions/12822948/read-config-data-from-e071k,"abap, documentation-generation, transport, sap-basis",False
"Exchanging SAP table data with table in Microsoft Access in real-time, how to?",1348515786,1,https://stackoverflow.com/questions/12571789/exchanging-sap-table-data-with-table-in-microsoft-access-in-real-time-how-to,"ms-access, sap-basis",False
Connect a third-party application (MS Excel) with SAP R/3,1347329685,2,https://stackoverflow.com/questions/12361833/connect-a-third-party-application-ms-excel-with-sap-r-3,"excel, vba, saprfc, sap-basis",True
How to parse SAP business connector link in iPhone using Obj-C?,1346245214,0,https://stackoverflow.com/questions/12178574/how-to-parse-sap-business-connector-link-in-iphone-using-obj-c,"objective-c, iphone, xml-parsing, sap-basis",True
What does the generate authorization process do and what is a Profile?,1345619253,1,https://stackoverflow.com/questions/12067926/what-does-the-generate-authorization-process-do-and-what-is-a-profile,"authorization, abap, sap-basis",True
Push TR files into SAP ERP system without using TMS,1345564916,2,https://stackoverflow.com/questions/12058828/push-tr-files-into-sap-erp-system-without-using-tms,"abap, transport, sap-basis",True
Difference between Authorization Object and an Object Class in ABAP?,1345260363,4,https://stackoverflow.com/questions/12015581/difference-between-authorization-object-and-an-object-class-in-abap,"authorization, abap, sap-basis",True
Parse MYSAPSSO2 Logon Token With .NET,1344889308,1,https://stackoverflow.com/questions/11941698/parse-mysapsso2-logon-token-with-net,".net, sap-basis",True
Logging SAP database updates with CDHDR change documents,1343209161,1,https://stackoverflow.com/questions/11646896/logging-sap-database-updates-with-cdhdr-change-documents,"logging, datatable, updates, abap, sap-basis",True
Branches and trunk in SVN,1340490331,0,https://stackoverflow.com/questions/11173465/branches-and-trunk-in-svn,"svn, abap, sap-basis",True
SAP and .NET through SOAP,1339581099,1,https://stackoverflow.com/questions/11012367/sap-and-net-through-soap,"c#, .net, soap, sap-basis",True
XmlDocument - I want &lt;Item&gt;&lt;/Item&gt; and not &lt;Item/&gt;,1337704810,1,https://stackoverflow.com/questions/10706319/xmldocument-i-want-item-item-and-not-item,"c#, soap, visual-studio-2008, .net-3.5, sap-basis",True
how to authenticate SAP web service with ksoap2,1335360423,4,https://stackoverflow.com/questions/10316689/how-to-authenticate-sap-web-service-with-ksoap2,"java, android, web-services, ksoap2, sap-basis",True
"Area Menus, Tcode and Program Name in SAP",1333091446,-1,https://stackoverflow.com/questions/9938477/area-menus-tcode-and-program-name-in-sap,"sap-gui, sap-basis",True
Fault calling SAP web service with generated SUDZC proxy: CX_ST_MATCH_ELEMENT,1331493557,-1,https://stackoverflow.com/questions/9658091/fault-calling-sap-web-service-with-generated-sudzc-proxy-cx-st-match-element,"ios, web-services, soap, sap-basis, sudzc",True
SAPUI5 and Logon Tokens/SSO?,1331051739,2,https://stackoverflow.com/questions/9587903/sapui5-and-logon-tokens-sso,"html, sapui5, sap-basis",True
Schedule jobs without access to SM36 in SAP,1330509361,1,https://stackoverflow.com/questions/9496923/schedule-jobs-without-access-to-sm36-in-sap,"jobs, sap-basis",False
How can I display SAP SOAP webservices Response in Android ? using ksoap2,1330324021,1,https://stackoverflow.com/questions/9460884/how-can-i-display-sap-soap-webservices-response-in-android-using-ksoap2,"android, web-services, android-ksoap2, sap-basis",True
How can Add username and password as URL parameter in Android SOAP webservices program with SAP SOAP WSDL? with desktop browser cheeking,1330073802,1,https://stackoverflow.com/questions/9427940/how-can-add-username-and-password-as-url-parameter-in-android-soap-webservices-p,"android, web-services, soap, ksoap2, sap-basis",True
How can I Invoke SAP SOAP webservices from Android? With username and password.?,1329487792,1,https://stackoverflow.com/questions/9329715/how-can-i-invoke-sap-soap-webservices-from-android-with-username-and-password,"android, web-services, sap-basis",True
Is it possible to download/upload SAP code inspector variants?,1329341846,0,https://stackoverflow.com/questions/9301827/is-it-possible-to-download-upload-sap-code-inspector-variants,"abap, sap-basis",True
Generate WSDL web-service objects in SAP,1321959530,3,https://stackoverflow.com/questions/8225674/generate-wsdl-web-service-objects-in-sap,"wcf, soap, wsdl, webservice-client, sap-basis",True
Strategy for migrating from php to java in context of SAP,1319010820,4,https://stackoverflow.com/questions/7818162/strategy-for-migrating-from-php-to-java-in-context-of-sap,"php, jakarta-ee, sap-basis, jco, netweaver",True
Connecting SAP to remote webservices using cURL,1317838663,6,https://stackoverflow.com/questions/7665782/connecting-sap-to-remote-webservices-using-curl,"web-services, curl, sap-basis",True
Usage of subqueries in RFC_READ_TABLE OPTIONS,1316630636,4,https://stackoverflow.com/questions/7504963/usage-of-subqueries-in-rfc-read-table-options,sap-basis,True
Consuming Webservice fails with &#39;SRT: Unsupported xstream found: (&quot;HTTP Code 200 : OK&quot;)&#39;,1315495311,1,https://stackoverflow.com/questions/7350476/consuming-webservice-fails-with-srt-unsupported-xstream-found-http-code-200,"php, web-services, zend-framework, webservice-client, sap-basis",True
"SAP, IIS and SSO - Kerberos SSPI not usable with this User account",1314998772,1,https://stackoverflow.com/questions/7289372/sap-iis-and-sso-kerberos-sspi-not-usable-with-this-user-account,"asp.net, iis, active-directory, kerberos, sap-basis",True
Consuming a webservice with jsessionid in URL,1314135634,1,https://stackoverflow.com/questions/7167920/consuming-a-webservice-with-jsessionid-in-url,"web-services, soap, abap, jsessionid, sap-basis",True
Sending HTML email using SAP Workflow &quot;Send Mail&quot; activity,1313584466,3,https://stackoverflow.com/questions/7092869/sending-html-email-using-sap-workflow-send-mail-activity,"workflow, html-email, sap-basis",True
SAP function MSQ_SPACE_DOWNLOAD,1312791702,-2,https://stackoverflow.com/questions/6979370/sap-function-msq-space-download,sap-basis,True
change wsdl to set time pattern,1311596275,0,https://stackoverflow.com/questions/6815979/change-wsdl-to-set-time-pattern,"c#, .net, web-services, wsdl, sap-basis",False
generate classes from xsd schema without inheritence,1308120052,2,https://stackoverflow.com/questions/6353986/generate-classes-from-xsd-schema-without-inheritence,"c#, web-services, xsd, wsdl, sap-basis",True
