title,creation_date,score,link,tags,is_answered
"Hierarchical ALV report called via GUI has 18 columns, but via RFC only 6. Why?",1541425335,1,https://stackoverflow.com/questions/53155582/hierarchical-alv-report-called-via-gui-has-18-columns-but-via-rfc-only-6-why,"abap, saprfc, alv",True
Old ABAP code still active for PyRFC even after TR was imported. Why?,1541424143,0,https://stackoverflow.com/questions/53155267/old-abap-code-still-active-for-pyrfc-even-after-tr-was-imported-why,"abap, saprfc, pyrfc",True
SAP JCo invoking BAPI_MATERIAL_DISPLAY,1540829683,0,https://stackoverflow.com/questions/53049660/sap-jco-invoking-bapi-material-display,"sap-erp, saprfc, sapjco3",True
Meaningful error message for SAPSQL_PARSE_ERROR exception,1540553527,2,https://stackoverflow.com/questions/53007808/meaningful-error-message-for-sapsql-parse-error-exception,"abap, saprfc, opensql, pyrfc",True
how to import person&#39;s name with (&#39;) into sql server,1540455511,0,https://stackoverflow.com/questions/52984540/how-to-import-persons-name-with-into-sql-server,"php, saprfc",True
how to add number into table array php saprfc,1540278393,0,https://stackoverflow.com/questions/52943074/how-to-add-number-into-table-array-php-saprfc,"php, saprfc",True
VBA (RFC) SAP export to excel,1539766129,2,https://stackoverflow.com/questions/52850792/vba-rfc-sap-export-to-excel,"excel, vba, export, saprfc",True
RFC call does not work on mac os using jco lib and java,1538999653,-1,https://stackoverflow.com/questions/52701699/rfc-call-does-not-work-on-mac-os-using-jco-lib-and-java,"saprfc, jco, sapjco3",True
Data structure for key-value list in RFC-enabled function module?,1538811461,2,https://stackoverflow.com/questions/52676796/data-structure-for-key-value-list-in-rfc-enabled-function-module,"dictionary, abap, saprfc, pyrfc",True
What format does the TID have within the JCo?,1538651720,0,https://stackoverflow.com/questions/52645344/what-format-does-the-tid-have-within-the-jco,"java, saprfc, jco, sapjco3",False
Is there any way to check if RFC exists in a SAP system,1536924349,3,https://stackoverflow.com/questions/52331004/is-there-any-way-to-check-if-rfc-exists-in-a-sap-system,"abap, saprfc",True
User Authentication with SAP Credentials from non-SAP Environment,1536673494,0,https://stackoverflow.com/questions/52277413/user-authentication-with-sap-credentials-from-non-sap-environment,"authentication, saprfc, sap-dotnet-connector",True
Update camel-SAP cache without restarting the whole instance,1536245245,2,https://stackoverflow.com/questions/52206757/update-camel-sap-cache-without-restarting-the-whole-instance,"java, apache-camel, osgi, jbossfuse, saprfc",True
Set query parameters of RFC_READ_TABLE using win32com module?,1535990279,1,https://stackoverflow.com/questions/52153056/set-query-parameters-of-rfc-read-table-using-win32com-module,"python, win32com, saprfc",True
"Incorrect packet format, calling SAP service from C# with WSDL file",1535552059,3,https://stackoverflow.com/questions/52079599/incorrect-packet-format-calling-sap-service-from-c-with-wsdl-file,"c#, asp.net, web-services, service, saprfc",True
How to create OData based off RFC with multiple tables in the output?,1535550319,1,https://stackoverflow.com/questions/52078956/how-to-create-odata-based-off-rfc-with-multiple-tables-in-the-output,"odata, abap, saprfc",True
List allowed methods while connecting via RFC?,1533708888,7,https://stackoverflow.com/questions/51739718/list-allowed-methods-while-connecting-via-rfc,"saprfc, pyrfc",True
Timeout during allocate while making RFC call,1532677339,0,https://stackoverflow.com/questions/51553150/timeout-during-allocate-while-making-rfc-call,"saprfc, sap-basis, pyrfc",True
Make SAP Report available via RFC,1532596770,-1,https://stackoverflow.com/questions/51535306/make-sap-report-available-via-rfc,"abap, saprfc, pyrfc",True
Creating self contained wheel,1532355550,3,https://stackoverflow.com/questions/51481018/creating-self-contained-wheel,"python, setup.py, python-wheel, saprfc, pyrfc",True
Getting data from SAP to C# with TABLE_ENTRIES_GET_VIA_RFC,1531898240,2,https://stackoverflow.com/questions/51395814/getting-data-from-sap-to-c-with-table-entries-get-via-rfc,"c#, .net, saprfc, sap-dotnet-connector",False
Need Help at Getting data from SAP to C#,1531833547,1,https://stackoverflow.com/questions/51382441/need-help-at-getting-data-from-sap-to-c,"c#, .net, saprfc, sap-dotnet-connector, sap-data-services",True
SAP RFC_READ_TABLE not returning all digits,1530636502,1,https://stackoverflow.com/questions/51159513/sap-rfc-read-table-not-returning-all-digits,saprfc,True
How to execute RFC function on explicit destination using JCo?,1530186841,1,https://stackoverflow.com/questions/51082276/how-to-execute-rfc-function-on-explicit-destination-using-jco,"saprfc, jco",True
Impersonalize SAP dialog user in SAP NCo application,1528205532,1,https://stackoverflow.com/questions/50701418/impersonalize-sap-dialog-user-in-sap-nco-application,"impersonation, saprfc, sap-basis, sap-dotnet-connector",True
WSO2 SAP Adapter : Unable to send tables data in BAPI RFC call,1528181620,0,https://stackoverflow.com/questions/50693835/wso2-sap-adapter-unable-to-send-tables-data-in-bapi-rfc-call,"wso2, wso2-esb, sap-erp, saprfc, bapi",False
How to call web service on google app script,1527087268,2,https://stackoverflow.com/questions/50491535/how-to-call-web-service-on-google-app-script,"web-services, google-apps-script, soap, binding, saprfc",True
SAP query RFC connection on 64bit WIN and OFFICE &quot;ActiveX component can&#39;t create object&quot;,1525332290,1,https://stackoverflow.com/questions/50149196/sap-query-rfc-connection-on-64bit-win-and-office-activex-component-cant-create,"vba, registry, sap-gui, saprfc",True
saprfc with PHP 7.1 on Linux 16.04 not connecting with SAP server,1524576026,0,https://stackoverflow.com/questions/50002757/saprfc-with-php-7-1-on-linux-16-04-not-connecting-with-sap-server,saprfc,False
Install NWRFC with PyRFC in Windows,1524224625,2,https://stackoverflow.com/questions/49940900/install-nwrfc-with-pyrfc-in-windows,"dll, importerror, saprfc, netweaver, pyrfc",True
Call SAP methods from Java,1523856880,1,https://stackoverflow.com/questions/49850200/call-sap-methods-from-java,"java, jakarta-ee, saprfc, sapjco3",True
RFC Multiple tables with VBA without losing connections,1523458208,0,https://stackoverflow.com/questions/49778250/rfc-multiple-tables-with-vba-without-losing-connections,"vba, database, function, saprfc",False
Chunking big datasets in PyRFC. Possible?,1523012535,12,https://stackoverflow.com/questions/49691298/chunking-big-datasets-in-pyrfc-possible,"python, saprfc, pyrfc",True
SAP SSL handshake failed,1522764380,1,https://stackoverflow.com/questions/49632169/sap-ssl-handshake-failed,"sap-erp, saprfc, sap-basis, netweaver",True
SAP .NET Connector (SAPNCO) &amp; .Net Core,1522748795,8,https://stackoverflow.com/questions/49627008/sap-net-connector-sapnco-net-core,".net-core, saprfc, sap-dotnet-connector",True
JAVA SAP JCo3 codepage wrong characters show up in Eclipse console,1519959368,-2,https://stackoverflow.com/questions/49062114/java-sap-jco3-codepage-wrong-characters-show-up-in-eclipse-console,"java, eclipse, saprfc, sapjco3",False
SAPNWRFC connection how to write data via PHP,1519474496,2,https://stackoverflow.com/questions/48962760/sapnwrfc-connection-how-to-write-data-via-php,"php, saprfc",False
Standard way to map a URL string to RFC Destination in ABAP?,1518097530,1,https://stackoverflow.com/questions/48686987/standard-way-to-map-a-url-string-to-rfc-destination-in-abap,"http, ssl, abap, saprfc",True
integration between Python 3.6 and SAP,1517292187,4,https://stackoverflow.com/questions/48514848/integration-between-python-3-6-and-sap,"python-3.6, saprfc, pyrfc",True
SAP PI web service which calls multiple RFCs,1515683337,1,https://stackoverflow.com/questions/48210173/sap-pi-web-service-which-calls-multiple-rfcs,"web-services, saprfc, sap-pi, sap-xi",False
C# Excel VSTO Execute SAP RFC,1515483271,0,https://stackoverflow.com/questions/48163322/c-excel-vsto-execute-sap-rfc,"c#, vsto, sap-erp, saprfc",False
In what format do I supply a BCD field for camel-sap?,1513870852,0,https://stackoverflow.com/questions/47928253/in-what-format-do-i-supply-a-bcd-field-for-camel-sap,"apache-camel, jbossfuse, saprfc, bcd, sapjco3",True
Nested structures in JCo for SAP?,1513853250,1,https://stackoverflow.com/questions/47923279/nested-structures-in-jco-for-sap,"nested, abap, saprfc, jco",True
How to run sap r/3 transactions through JCO3? or execute reports through JCO?,1513320281,0,https://stackoverflow.com/questions/47827138/how-to-run-sap-r-3-transactions-through-jco3-or-execute-reports-through-jco,"sap-erp, saprfc, sapjco3, sap-r3",True
Jco Adapter pooling performance deadlock?,1512052285,1,https://stackoverflow.com/questions/47575873/jco-adapter-pooling-performance-deadlock,"spring-boot, saprfc, jco",True
C# SapDataReader cmd.ExecuteReader() Error,1511344954,0,https://stackoverflow.com/questions/47431713/c-sapdatareader-cmd-executereader-error,"c#, .net, sap-erp, saprfc",False
How to migrate from SAP Classic RFC API to Netweaver RFC API,1510912065,1,https://stackoverflow.com/questions/47347634/how-to-migrate-from-sap-classic-rfc-api-to-netweaver-rfc-api,"c, saprfc, netweaver, idoc",False
Sending iDOC from Java to SAP,1510673877,3,https://stackoverflow.com/questions/47289682/sending-idoc-from-java-to-sap,"java, saprfc, jco, idoc",True
How to automate SAP GUI using Excel VBA?,1509994706,1,https://stackoverflow.com/questions/47143866/how-to-automate-sap-gui-using-excel-vba,"excel, vba, sap-gui, saprfc",True
Possible SOAP version mismatch while consuming SAP web-service,1508820654,4,https://stackoverflow.com/questions/46902442/possible-soap-version-mismatch-while-consuming-sap-web-service,"c#, web-services, soap, saprfc, sap-basis",True
VBA to SAP // RFC function module with table as Input Parameter,1508518356,2,https://stackoverflow.com/questions/46853799/vba-to-sap-rfc-function-module-with-table-as-input-parameter,"excel, vba, saprfc",False
Client found response content type of &#39;text/xml charset=utf-8&#39; but expected &#39;text/xml&#39; in SAP Web Service,1505731910,0,https://stackoverflow.com/questions/46277490/client-found-response-content-type-of-text-xml-charset-utf-8-but-expected-tex,"c#, rest, wsdl, abap, saprfc",False
How to pass Table Field as import parameter to SAP RFC using JAVA(JCO3),1504520372,0,https://stackoverflow.com/questions/46034954/how-to-pass-table-field-as-import-parameter-to-sap-rfc-using-javajco3,"java, po, saprfc, jco",False
RSAP package to connect to SAP through R (windows),1501229939,2,https://stackoverflow.com/questions/45368360/rsap-package-to-connect-to-sap-through-r-windows,"r, package, saprfc, netweaver",True
SAP RFC Extension for PHP 5.6,1500870338,0,https://stackoverflow.com/questions/45272605/sap-rfc-extension-for-php-5-6,"php, apache, xampp, saprfc",True
Can RFC Calls built for the communication between SAP to SAP be used for SAP to Non SAP communication,1500574767,0,https://stackoverflow.com/questions/45222403/can-rfc-calls-built-for-the-communication-between-sap-to-sap-be-used-for-sap-to,"microsoft-dynamics, saprfc",False
Table_not_available when using JAVA SAP RFC_READ_TABLE,1498662441,0,https://stackoverflow.com/questions/44806332/table-not-available-when-using-java-sap-rfc-read-table,"java, saprfc, sapjco3",True
Can some records be skipped during parallel processing?,1498395537,1,https://stackoverflow.com/questions/44746599/can-some-records-be-skipped-during-parallel-processing,"abap, saprfc",False
Trying to compile R Package RSAP,1496925158,0,https://stackoverflow.com/questions/44435896/trying-to-compile-r-package-rsap,"r, package, saprfc",False
How to debug an asynchronous RFC - Starting new task...Performing...on end of task?,1496559939,1,https://stackoverflow.com/questions/44351602/how-to-debug-an-asynchronous-rfc-starting-new-task-performing-on-end-of-ta,"debugging, abap, saprfc",True
Error 429 Excel VBA activex CreateObject(“SAP.Functions”),1494862243,0,https://stackoverflow.com/questions/43983389/error-429-excel-vba-activex-createobject-sap-functions,"excel, vba, vbscript, sap-gui, saprfc",True
interact with SAP systems via ruby web app,1493059363,0,https://stackoverflow.com/questions/43595511/interact-with-sap-systems-via-ruby-web-app,"ruby, web-applications, saprfc",False
SAP Business Connector Version 4.8,1493027905,-1,https://stackoverflow.com/questions/43585072/sap-business-connector-version-4-8,"coldfusion, saprfc, sap-basis, idoc",True
Perl module sapnwrfc to retrieve data from a huge SAP table with RFC_READ_TABLE,1492609683,1,https://stackoverflow.com/questions/43497650/perl-module-sapnwrfc-to-retrieve-data-from-a-huge-sap-table-with-rfc-read-table,"perl, saprfc",True
Python 3.6 pyrfc ImportError,1489148063,4,https://stackoverflow.com/questions/42718196/python-3-6-pyrfc-importerror,"c++, python-3.x, importerror, saprfc, pyrfc",True
QvSAPConnector.dll error - Mismatch between SAP Transport and connector versions,1489124384,0,https://stackoverflow.com/questions/42711044/qvsapconnector-dll-error-mismatch-between-sap-transport-and-connector-versions,"qlikview, saprfc",False
SAPRFC using PHP,1489037914,0,https://stackoverflow.com/questions/42687572/saprfc-using-php,"php, saprfc",True
I am getting error &quot;TABLE_NOT_AVAILABLE&quot; when using PHP SAP RFC reading table data,1488466553,0,https://stackoverflow.com/questions/42558715/i-am-getting-error-table-not-available-when-using-php-sap-rfc-reading-table-da,"php, saprfc",True
How to use an SAP ABAP RFC in SAPUI5 without using NetWeaver Gateway?,1487934190,0,https://stackoverflow.com/questions/42437012/how-to-use-an-sap-abap-rfc-in-sapui5-without-using-netweaver-gateway,"sapui5, abap, saprfc",True
How to log into SAP silently using win32com methods?,1487176679,1,https://stackoverflow.com/questions/42255125/how-to-log-into-sap-silently-using-win32com-methods,"python, pywin32, saprfc",True
How to get number of rows in SAP table by powershell using RFC?,1486459778,1,https://stackoverflow.com/questions/42086150/how-to-get-number-of-rows-in-sap-table-by-powershell-using-rfc,"powershell, saprfc",False
Create Type T (sm59) program with .net,1485184126,0,https://stackoverflow.com/questions/41809478/create-type-t-sm59-program-with-net,"c#, saprfc",False
Call function with startrfc shows help info (SAP Netweaver RFC SDK in Bash),1484842729,1,https://stackoverflow.com/questions/41746667/call-function-with-startrfc-shows-help-info-sap-netweaver-rfc-sdk-in-bash,"bash, saprfc, netweaver",False
SAP integration with Xamarin?,1484125941,3,https://stackoverflow.com/questions/41586727/sap-integration-with-xamarin,".net, xamarin, sap-erp, saprfc",True
Connect Excel with SAP using RFC,1483329305,3,https://stackoverflow.com/questions/41421164/connect-excel-with-sap-using-rfc,"excel, vba, saprfc",True
Changing TCP/IP RFC Destination IP Address in SAP,1481798493,0,https://stackoverflow.com/questions/41162129/changing-tcp-ip-rfc-destination-ip-address-in-sap,"saprfc, idoc",False
Pyrfc: RFCTable type TBL1024,1479912094,0,https://stackoverflow.com/questions/40767381/pyrfc-rfctable-type-tbl1024,"python, content-management-system, saprfc, sap-basis, pyrfc",True
SAP Exception caught is gibberish,1476417143,-3,https://stackoverflow.com/questions/40034664/sap-exception-caught-is-gibberish,"c#, asp.net, webforms, saprfc, sap-dotnet-connector",True
OData: Unable to create working get_entity method (RFC nore ABAP),1475147344,2,https://stackoverflow.com/questions/39768626/odata-unable-to-create-working-get-entity-method-rfc-nore-abap,"odata, abap, saprfc, netweaver",True
How to test an RFC module that exists only in remote system?,1475081342,6,https://stackoverflow.com/questions/39753371/how-to-test-an-rfc-module-that-exists-only-in-remote-system,"abap, saprfc, function-module",True
Why does SAP JCo raise an error &quot;Field ... not a member of ...&quot; even though the field exists?,1474548561,4,https://stackoverflow.com/questions/39639546/why-does-sap-jco-raise-an-error-field-not-a-member-of-even-though-the,"java, saprfc, jco",True
how to receive table data from abap that sending from java using RFC,1474101984,0,https://stackoverflow.com/questions/39544776/how-to-receive-table-data-from-abap-that-sending-from-java-using-rfc,"java, abap, saprfc, jco",True
How to create a SQL Data Warehouse in SSAS tabular model with denormalized tables?,1473324193,0,https://stackoverflow.com/questions/39386376/how-to-create-a-sql-data-warehouse-in-ssas-tabular-model-with-denormalized-table,"sql-server, data-warehouse, ssas-tabular, saprfc",False
Java and SAP JCoFunction getting no data,1473262287,0,https://stackoverflow.com/questions/39374010/java-and-sap-jcofunction-getting-no-data,"java, saprfc, jco",True
&quot;Error loading USE or USELSX module: *RFC&quot;: what is the required registry key?,1473189387,0,https://stackoverflow.com/questions/39356308/error-loading-use-or-uselsx-module-rfc-what-is-the-required-registry-key,"lotus-notes, lotusscript, saprfc, sap-r3",True
Reference parameters are not allowed with RFC,1471639572,0,https://stackoverflow.com/questions/39047421/reference-parameters-are-not-allowed-with-rfc,"abap, saprfc, function-module",True
Calling to a SAP web service from android,1470045166,1,https://stackoverflow.com/questions/38695852/calling-to-a-sap-web-service-from-android,"android, web-services, soap, saprfc",False
SAP .NET Connector 3.0 - ZQMTRANSP_DOREAD_FM &quot;NO_PVP&quot; internal error,1467041765,0,https://stackoverflow.com/questions/38058010/sap-net-connector-3-0-zqmtransp-doread-fm-no-pvp-internal-error,"c#, saprfc, sap-dotnet-connector",False
eCATT Error when Starting Replay Session CX_ECATT_APL_CAPTURE CX_APL_ECATT_LINE_INTERPRETER SAPGUI RFC,1466692941,0,https://stackoverflow.com/questions/37994868/ecatt-error-when-starting-replay-session-cx-ecatt-apl-capture-cx-apl-ecatt-line,"automation, sap-gui, saprfc",False
"SAP RFC server with Python, is it possible?",1466678552,2,https://stackoverflow.com/questions/37989338/sap-rfc-server-with-python-is-it-possible,"python, saprfc, pyrfc",True
Access to SAP RSPCM_WEB transaction from outside,1466668724,0,https://stackoverflow.com/questions/37985486/access-to-sap-rspcm-web-transaction-from-outside,"android, ios, saprfc, sap-bw",False
How to Create a Master Table in an OData Service from Two Related Tables?,1464945439,0,https://stackoverflow.com/questions/37610489/how-to-create-a-master-table-in-an-odata-service-from-two-related-tables,"user-interface, odata, sapui5, saprfc, sap-gateway",False
Import-Parameter : &#39;parameter-name&#39; could not be set (SourceForge SAPRFC PHP library),1464856171,1,https://stackoverflow.com/questions/37586519/import-parameter-parameter-name-could-not-be-set-sourceforge-saprfc-php-lib,"php, saprfc",True
Hibersap returning HashMaps from ArrayList instead of desired Objects,1464629666,0,https://stackoverflow.com/questions/37531069/hibersap-returning-hashmaps-from-arraylist-instead-of-desired-objects,"hibernate, saprfc",True
Unable to install PyRFC,1464263446,1,https://stackoverflow.com/questions/37460091/unable-to-install-pyrfc,"python, saprfc, pyrfc",True
Prevent SAP ICF from terminating execution when client disconnects,1460449319,0,https://stackoverflow.com/questions/36567483/prevent-sap-icf-from-terminating-execution-when-client-disconnects,"asynchronous, connection, abap, saprfc",False
C++ Using External .lib file - error LNK2019: unresolved external symbol,1458711968,0,https://stackoverflow.com/questions/36170674/c-using-external-lib-file-error-lnk2019-unresolved-external-symbol,"c++, saprfc",False
Table parameters to SAP RFC are empty,1458429637,2,https://stackoverflow.com/questions/36108454/table-parameters-to-sap-rfc-are-empty,"c#, abap, saprfc, sap-dotnet-connector",True
How to install RSAP package - SAP connector for R,1458297657,1,https://stackoverflow.com/questions/36082232/how-to-install-rsap-package-sap-connector-for-r,"r, git, saprfc",False
Authenticate to website in Javascript to access back-end,1456408350,1,https://stackoverflow.com/questions/35629242/authenticate-to-website-in-javascript-to-access-back-end,"angularjs, cookies, lotus-domino, saprfc, ltpa",False
How to get the return of an exchange parameter with Sap Connector,1455725449,2,https://stackoverflow.com/questions/35461964/how-to-get-the-return-of-an-exchange-parameter-with-sap-connector,".net, vb.net, saprfc, sap-dotnet-connector",False
How to send Chinese characters from SAP to PHP through RFC?,1453346198,0,https://stackoverflow.com/questions/34914796/how-to-send-chinese-characters-from-sap-to-php-through-rfc,"php, saprfc, function-module",True
Mule - com.sap.conn.rfc.exceptions.RfcGetException: Transaction &quot; &quot; is unknown,1453211024,1,https://stackoverflow.com/questions/34878399/mule-com-sap-conn-rfc-exceptions-rfcgetexception-transaction-is-unknown,"mule, mule-component, saprfc, jco",False
How to test SAP .Net Connector 3 Client / Server without SAP System,1452682902,1,https://stackoverflow.com/questions/34764938/how-to-test-sap-net-connector-3-client-server-without-sap-system,"saprfc, sap-dotnet-connector, idoc",True
How to generate SAP RFC assembly by using SAP RFC Connector 3.0 for .NET,1449551927,0,https://stackoverflow.com/questions/34148543/how-to-generate-sap-rfc-assembly-by-using-sap-rfc-connector-3-0-for-net,"c#, saprfc, sap-dotnet-connector",False
SAP integration patterns RFC BAPI + outbound IDOC,1448870498,-1,https://stackoverflow.com/questions/33993911/sap-integration-patterns-rfc-bapi-outbound-idoc,"integration, saprfc, bapi, idoc, integration-patterns",False
RFC to fetch IDOC linked with Partner Profile/Port/Program ID,1447741111,0,https://stackoverflow.com/questions/33750362/rfc-to-fetch-idoc-linked-with-partner-profile-port-program-id,"abap, saprfc, idoc",True
Developing Mobile Native iOS applications to integrate with SAP middleware,1442811680,0,https://stackoverflow.com/questions/32687694/developing-mobile-native-ios-applications-to-integrate-with-sap-middleware,"ios, saprfc, jco, sap-gateway, netweaver",True
COMMUNICATION_FAILURE during a Webdynpro BAPI call?,1440685759,0,https://stackoverflow.com/questions/32252156/communication-failure-during-a-webdynpro-bapi-call,"abap, saprfc, bapi, webdynpro",True
RFC to get list of activated languages in the SAP system,1440660282,0,https://stackoverflow.com/questions/32243111/rfc-to-get-list-of-activated-languages-in-the-sap-system,"abap, saprfc",False
RFC subsystem not yet initialized,1440570016,1,https://stackoverflow.com/questions/32219287/rfc-subsystem-not-yet-initialized,"saprfc, sap-r3",False
Consume PHP web service with javascript (client side programming) Sharepoint,1439884128,0,https://stackoverflow.com/questions/32066559/consume-php-web-service-with-javascript-client-side-programming-sharepoint,"javascript, php, web-services, sharepoint, saprfc",True
AccessViolation Exception in C# Web API,1439553323,1,https://stackoverflow.com/questions/32009476/accessviolation-exception-in-c-web-api,"c#, visual-studio, asp.net-web-api, access-violation, saprfc",True
RFC_READ_TABLE does not return any records. Why?,1438941368,1,https://stackoverflow.com/questions/31874887/rfc-read-table-does-not-return-any-records-why,"vba, abap, saprfc, bapi",True
Change precision of RFC parameter in OData service builder?,1438723690,0,https://stackoverflow.com/questions/31819664/change-precision-of-rfc-parameter-in-odata-service-builder,"odata, abap, saprfc, sap-gateway",False
phpinfo page saprfc module not shown,1438408957,0,https://stackoverflow.com/questions/31758829/phpinfo-page-saprfc-module-not-shown,"linux, ubuntu, php, saprfc",True
Error in make command while installing SAPRFC,1438254117,0,https://stackoverflow.com/questions/31722013/error-in-make-command-while-installing-saprfc,"php, installation, makefile, saprfc",True
PHP SAP RFC callfunction Import-Parameter could not be set,1437648245,0,https://stackoverflow.com/questions/31585060/php-sap-rfc-callfunction-import-parameter-could-not-be-set,"php, saprfc",True
SAP RFC heavy upload - 3MB txt file produces 150MB upload,1437461238,1,https://stackoverflow.com/questions/31532101/sap-rfc-heavy-upload-3mb-txt-file-produces-150mb-upload,"traffic, large-data-volumes, saprfc",True
SAP get Sales Orders BAPISDORDER_GETDETAILEDLIST,1437378193,0,https://stackoverflow.com/questions/31511158/sap-get-sales-orders-bapisdorder-getdetailedlist,"c#, sap-erp, saprfc, bapi",True
Cannot create ActiveX component on SAP.Functions,1436842544,0,https://stackoverflow.com/questions/31396851/cannot-create-activex-component-on-sap-functions,"asp.net, vb.net, saprfc",True
Keeping SAP&#39;s RFC data for consecutive calls of RFC using JCO,1436561180,1,https://stackoverflow.com/questions/31350005/keeping-saps-rfc-data-for-consecutive-calls-of-rfc-using-jco,"saprfc, jco",True
How to do SAP RFC connection with PHP in Xampp localhost,1436526896,0,https://stackoverflow.com/questions/31339366/how-to-do-sap-rfc-connection-with-php-in-xampp-localhost,"php, saprfc",True
BizTalk WCF Timeout Issue,1436261405,4,https://stackoverflow.com/questions/31264814/biztalk-wcf-timeout-issue,"wcf, soap, biztalk, saprfc",True
No RFC authorization for function module RFC PING from VBA?,1434985037,0,https://stackoverflow.com/questions/30983234/no-rfc-authorization-for-function-module-rfc-ping-from-vba,"vba, saprfc",True
SAPRFC DLL and PHP 5.5,1434438863,0,https://stackoverflow.com/questions/30861062/saprfc-dll-and-php-5-5,"php, dll, saprfc",True
Loading php-extension in Symfony2 - connecting to SAP,1434437099,2,https://stackoverflow.com/questions/30860515/loading-php-extension-in-symfony2-connecting-to-sap,"php, symfony, php-extension, saprfc",True
SAP RFC command using sap.connector.dll,1431496340,0,https://stackoverflow.com/questions/30206689/sap-rfc-command-using-sap-connector-dll,".net, saprfc",False
Error when invoking IBM Mobilefirst 7.0-SAP JCo Adapter,1430875728,2,https://stackoverflow.com/questions/30065955/error-when-invoking-ibm-mobilefirst-7-0-sap-jco-adapter,"java, xml, ibm-mobilefirst, saprfc, jco",True
Converting datetime format without using SAP RFC with C#,1430289230,0,https://stackoverflow.com/questions/29936003/converting-datetime-format-without-using-sap-rfc-with-c,"c#, datetime, saprfc",True
sapnwrfc call always returns None/NULL,1429888150,2,https://stackoverflow.com/questions/29851080/sapnwrfc-call-always-returns-none-null,"python, saprfc, pyrfc",False
SAP Connector 3.0 - how to logout?,1429803133,1,https://stackoverflow.com/questions/29828044/sap-connector-3-0-how-to-logout,"vb.net, logout, saprfc, sap-dotnet-connector",True
Bypass RFC_READ_TABLE limitations,1429104266,2,https://stackoverflow.com/questions/29651504/bypass-rfc-read-table-limitations,"abap, saprfc",True
Pass table as import parameter to SAP RFC using PHP,1427112631,1,https://stackoverflow.com/questions/29209876/pass-table-as-import-parameter-to-sap-rfc-using-php,"php, saprfc",False
"Using LINQ to convert array object[,] to array",1426891898,1,https://stackoverflow.com/questions/29176997/using-linq-to-convert-array-object-to-array,"c#, performance, linq, saprfc",True
VBA: import joined SAP data to Excel via RFC,1426514195,0,https://stackoverflow.com/questions/29078596/vba-import-joined-sap-data-to-excel-via-rfc,"excel, vba, import, sap-erp, saprfc",True
Set SAP RFC import table parameter using PHP multidimensional array,1426512421,0,https://stackoverflow.com/questions/29078015/set-sap-rfc-import-table-parameter-using-php-multidimensional-array,"php, saprfc",False
Missing SAP assembly,1423746817,0,https://stackoverflow.com/questions/28478393/missing-sap-assembly,"c#, .net-assembly, saprfc, sap-dotnet-connector",True
SAP BAPI Transaction is not committing from WCF,1423313003,0,https://stackoverflow.com/questions/28382256/sap-bapi-transaction-is-not-committing-from-wcf,"c#, asp.net, .net, wcf, saprfc",True
RFC Returns Pointer to Data Instead of Data Itself,1422640369,0,https://stackoverflow.com/questions/28241814/rfc-returns-pointer-to-data-instead-of-data-itself,"abap, saprfc, sapjco3",True
php SoapClient Parsing WSDL: Unknown required WSDL extension,1422623858,2,https://stackoverflow.com/questions/28236809/php-soapclient-parsing-wsdl-unknown-required-wsdl-extension,"php, web-services, soap, saprfc, sap-basis",False
How to install SAPRFC with PHP 5.4.4 in Windows 32 system?,1422362375,1,https://stackoverflow.com/questions/28170742/how-to-install-saprfc-with-php-5-4-4-in-windows-32-system,"php, saprfc",False
SAP RFC table read with filter,1420449671,0,https://stackoverflow.com/questions/27776470/sap-rfc-table-read-with-filter,"php, saprfc",True
How to specify a table structure for BAPI call?,1418658116,1,https://stackoverflow.com/questions/27487718/how-to-specify-a-table-structure-for-bapi-call,"python, saprfc, pyrfc",True
B2MML to SAP RFC Transformation,1416836720,0,https://stackoverflow.com/questions/27106324/b2mml-to-sap-rfc-transformation,"xslt, abap, saprfc",False
How to read multiple lines in RFC_READ_TEXT with one request?,1415918398,0,https://stackoverflow.com/questions/26919819/how-to-read-multiple-lines-in-rfc-read-text-with-one-request,saprfc,True
SAP .NET Connector 3.0: Sales Order changes,1414842432,1,https://stackoverflow.com/questions/26688992/sap-net-connector-3-0-sales-order-changes,"c#, sap-erp, saprfc, sap-dotnet-connector",True
Mimic SAP Transaction in RFC,1414010090,0,https://stackoverflow.com/questions/26516614/mimic-sap-transaction-in-rfc,"ui-automation, abap, saprfc, dynpro",True
Talend How to Convert String to Date for SAP integration using tMap,1412705124,0,https://stackoverflow.com/questions/26242333/talend-how-to-convert-string-to-date-for-sap-integration-using-tmap,"date, input, talend, saprfc",False
Connect PHP with SAP Database,1405667344,0,https://stackoverflow.com/questions/24819151/connect-php-with-sap-database,"php, database, saprfc",False
search in SAP software using SAPRFC,1404226769,0,https://stackoverflow.com/questions/24513467/search-in-sap-software-using-saprfc,"php, search, saprfc",False
How to call SAP web service in Java?,1403162474,0,https://stackoverflow.com/questions/24300912/how-to-call-sap-web-service-in-java,"java, web-services, saprfc",True
Failed to configure SAPRFC + PHP5,1402958967,1,https://stackoverflow.com/questions/24253362/failed-to-configure-saprfc-php5,"php, linux, saprfc",True
How to add parameters to the SOAP Request,1402383240,0,https://stackoverflow.com/questions/24134688/how-to-add-parameters-to-the-soap-request,"java, web-services, wsdl, saprfc",False
