title,creation_date,score,link,tags,is_answered
SAP GUI 7.70 Screen Painter,1648715901,0,https://stackoverflow.com/questions/71689413/sap-gui-7-70-screen-painter,"sap-gui, dynpro",False
How can I select an SAP GuiGridView row via Python scripting,1648596975,1,https://stackoverflow.com/questions/71669930/how-can-i-select-an-sap-guigridview-row-via-python-scripting,"python, sap-gui",True
How to create a txt-file on the application server filled with an internal table?,1648557664,-1,https://stackoverflow.com/questions/71662214/how-to-create-a-txt-file-on-the-application-server-filled-with-an-internal-table,"abap, sap-gui, internal-tables",True
SAP GUI 770 - WSAECONNRESET Timeout every 5 minutes,1648499467,0,https://stackoverflow.com/questions/71653434/sap-gui-770-wsaeconnreset-timeout-every-5-minutes,"sap-gui, sap-basis",False
Find SAP GUI session opened for given SAP system,1648252420,1,https://stackoverflow.com/questions/71624238/find-sap-gui-session-opened-for-given-sap-system,"vba, sap-gui",True
Excel VBA runs step by step but not in whole,1647734113,1,https://stackoverflow.com/questions/71543012/excel-vba-runs-step-by-step-but-not-in-whole,"excel, vba, sap-gui",False
Open SAP from Excel VBA,1647185312,0,https://stackoverflow.com/questions/71458224/open-sap-from-excel-vba,"excel, vba, office365, sap-gui",False
Replace not working with SAP Gui Scripting retrieved data,1646747023,0,https://stackoverflow.com/questions/71396061/replace-not-working-with-sap-gui-scripting-retrieved-data,"excel, vba, sap-gui",False
How to Automate Keypress &quot;Space&quot; and Arrow Keys in SAP using Java/AutoIT,1646201354,0,https://stackoverflow.com/questions/71318138/how-to-automate-keypress-space-and-arrow-keys-in-sap-using-java-autoit,"java, selenium, sap-gui",False
Getting the node icon from tree view in SAP GUI Scripting,1646133591,0,https://stackoverflow.com/questions/71307697/getting-the-node-icon-from-tree-view-in-sap-gui-scripting,sap-gui,False
How can I translate the Technical Settings Infos from SAP into an ID?,1645733115,1,https://stackoverflow.com/questions/71257647/how-can-i-translate-the-technical-settings-infos-from-sap-into-an-id,sap-gui,False
"ITS_CANT_LOAD_INCLUDE &quot;Template interpretation terminated, syntax error&quot;",1645673259,0,https://stackoverflow.com/questions/71246735/its-cant-load-include-template-interpretation-terminated-syntax-error,"html, abap, sap-gui, handheld",True
Make table control align to display width?,1645609644,2,https://stackoverflow.com/questions/71234643/make-table-control-align-to-display-width,"sap-gui, dynpro, s4hana",False
variable I = i + 1 makes a mess with a part of the code (Rowcount - 4) How to ignore a variable for this part?,1645599272,1,https://stackoverflow.com/questions/71232489/variable-i-i-1-makes-a-mess-with-a-part-of-the-code-rowcount-4-how-to-ig,"excel, variables, sap-gui",True
Get value from last row in sap,1645523152,0,https://stackoverflow.com/questions/71219024/get-value-from-last-row-in-sap,"gridview, sap-gui",False
How to skip automatically popup &quot;A script is attempting to access SAP GUI&quot; and &quot;A script is opening a connection to system: *******&quot;,1645461883,1,https://stackoverflow.com/questions/71209992/how-to-skip-automatically-popup-a-script-is-attempting-to-access-sap-gui-and,"excel, vba, sap-gui",True
How can I call the the function in the VBA?,1644271576,0,https://stackoverflow.com/questions/71026024/how-can-i-call-the-the-function-in-the-vba,"excel, vba, function, sap-gui",False
SAP Gui Scipting GridView code don&#39;t extract correct data from SAP,1643674464,1,https://stackoverflow.com/questions/70934313/sap-gui-scipting-gridview-code-dont-extract-correct-data-from-sap,"excel, vba, sap-gui",False
Code without label gives Compile error: Label not defined,1643655728,-1,https://stackoverflow.com/questions/70931448/code-without-label-gives-compile-error-label-not-defined,"excel, vba, sap-gui",True
How to run an SAP transaction with SAP closed or open or not logged in,1643647716,0,https://stackoverflow.com/questions/70929690/how-to-run-an-sap-transaction-with-sap-closed-or-open-or-not-logged-in,"vba, sap-gui",True
How to get texts from screen displaying an &quot;ABAP List&quot;,1643372847,1,https://stackoverflow.com/questions/70893797/how-to-get-texts-from-screen-displaying-an-abap-list,"excel, vba, sap-gui",True
Automatically close if SAP status message error captured,1642652146,-1,https://stackoverflow.com/questions/70780737/automatically-close-if-sap-status-message-error-captured,"vba, sap-gui",True
SAP - Error 800A026B - The control could not be found by id,1641461563,-1,https://stackoverflow.com/questions/70605025/sap-error-800a026b-the-control-could-not-be-found-by-id,sap-gui,True
Troubleshooting connection Excel VBA to SAP,1641070469,-1,https://stackoverflow.com/questions/70551806/troubleshooting-connection-excel-vba-to-sap,"excel, vba, sap-gui",True
VBA is sometimes not recognizing Excel file that has been opened through SAP GUI script,1640244426,1,https://stackoverflow.com/questions/70458926/vba-is-sometimes-not-recognizing-excel-file-that-has-been-opened-through-sap-gui,"excel, vba, sap-gui",True
Issue establishing connection with SAP,1640121943,1,https://stackoverflow.com/questions/70441759/issue-establishing-connection-with-sap,"excel, vba, sap-gui",True
VBA - SAP GUI Scripting - Active Row number,1639497435,0,https://stackoverflow.com/questions/70351836/vba-sap-gui-scripting-active-row-number,"user-interface, sap-gui",True
SAPGUI 770 Crashes When Printing to Microsoft Print To PDF,1639444505,1,https://stackoverflow.com/questions/70342721/sapgui-770-crashes-when-printing-to-microsoft-print-to-pdf,sap-gui,True
SAP GUI script sometimes randomly crashes (object not found by ID),1638881734,0,https://stackoverflow.com/questions/70260538/sap-gui-script-sometimes-randomly-crashes-object-not-found-by-id,"python, sap-gui",False
VB.Net CancellationToken does not cancel the Task,1638792726,1,https://stackoverflow.com/questions/70245316/vb-net-cancellationtoken-does-not-cancel-the-task,"vb.net, sap-gui, cancellation-token",True
SAP GUI VBScript for data export results in empty document when run in VBA [excel],1636441936,1,https://stackoverflow.com/questions/69894120/sap-gui-vbscript-for-data-export-results-in-empty-document-when-run-in-vba-exce,"excel, vba, vbscript, sap-gui",True
Copy / paste dynamic named range from Excel to SAP with VBA,1636266479,0,https://stackoverflow.com/questions/69870253/copy-paste-dynamic-named-range-from-excel-to-sap-with-vba,"excel, vba, sap-gui",True
What is the equivalent for win32com.client.GetObject() in CPP?,1635844536,0,https://stackoverflow.com/questions/69807911/what-is-the-equivalent-for-win32com-client-getobject-in-cpp,"c++, windows, com, sap-gui",False
SAP GUI Scripting: automate the Opening of XML,1635416309,0,https://stackoverflow.com/questions/69752298/sap-gui-scripting-automate-the-opening-of-xml,"vba, scripting, interaction, sap-gui",False
How to loop through Excel rows,1634800708,0,https://stackoverflow.com/questions/69657524/how-to-loop-through-excel-rows,"excel, vba, user-interface, scripting, sap-gui",True
SAP GUI script not recording steps,1634737805,0,https://stackoverflow.com/questions/69647278/sap-gui-script-not-recording-steps,"python, win32com, sap-gui",False
Release order block via SAP GUI Scripting,1634580964,0,https://stackoverflow.com/questions/69620728/release-order-block-via-sap-gui-scripting,"excel, vba, scripting, sap-gui, longtext",False
How to select menu from SAP GUI menu bar,1634295150,0,https://stackoverflow.com/questions/69583611/how-to-select-menu-from-sap-gui-menu-bar,sap-gui,False
How to create a pause in SAP GUI?,1634135080,0,https://stackoverflow.com/questions/69557279/how-to-create-a-pause-in-sap-gui,"excel, vba, sap-gui",True
Toggle window size on window-top-border-doubleclick leaves to sel-screen?,1633593050,0,https://stackoverflow.com/questions/69477341/toggle-window-size-on-window-top-border-doubleclick-leaves-to-sel-screen,"abap, window-resize, sap-gui",False
"How to stop Excel opening some sheets (downloaded via VBA) in new instance, causing PERSONAL.xlsb to invoke a &quot;File in Use&quot; dialog?",1633083832,0,https://stackoverflow.com/questions/69404314/how-to-stop-excel-opening-some-sheets-downloaded-via-vba-in-new-instance-caus,"excel, vba, sap-gui, sap-erp",False
Force logoff users who were logged in via Fiori launchpad,1632965231,0,https://stackoverflow.com/questions/69385019/force-logoff-users-who-were-logged-in-via-fiori-launchpad,"sap-fiori, sap-gui, logoff",False
Read number of characters in a column of a GuiTableControl object,1632830537,0,https://stackoverflow.com/questions/69361409/read-number-of-characters-in-a-column-of-a-guitablecontrol-object,"vba, scripting, sap-gui",True
SAP excel script Column loop,1631977658,0,https://stackoverflow.com/questions/69235852/sap-excel-script-column-loop,"excel, scripting, sap-gui",True
How to copy a value from SAP GUI Grid View and paste to Excel,1631798715,0,https://stackoverflow.com/questions/69209317/how-to-copy-a-value-from-sap-gui-grid-view-and-paste-to-excel,"excel, vba, sap-gui",True
How to trap any VBS error and return it to the calling VBA in Access,1631785746,1,https://stackoverflow.com/questions/69206157/how-to-trap-any-vbs-error-and-return-it-to-the-calling-vba-in-access,"vba, ms-access, vbscript, sap-gui",True
SAP crashes when using debugging mode of VBA,1631612982,-3,https://stackoverflow.com/questions/69175586/sap-crashes-when-using-debugging-mode-of-vba,"excel, vba, sap-gui",False
com_error when trying to get COM object with win32com.client from Django view,1631608753,1,https://stackoverflow.com/questions/69174573/com-error-when-trying-to-get-com-object-with-win32com-client-from-django-view,"python, html, django, win32com, sap-gui",True
Copy data from SAP exported file errors after few iterations,1631084452,0,https://stackoverflow.com/questions/69098358/copy-data-from-sap-exported-file-errors-after-few-iterations,"excel, vba, export-to-excel, sap-gui",True
"Pyinstaller exe error &quot;win32com\client\dynamic.py&quot;, line 543, in __getattr__ pywintypes.com_error: (-2147221168, &#39;Could not read key from registry&#39;",1629945792,0,https://stackoverflow.com/questions/68931884/pyinstaller-exe-error-win32com-client-dynamic-py-line-543-in-getattr-pyw,"python, excel, pyinstaller, pywin32, sap-gui",True
Select by name in SAP with VBA and SAP GUI,1629900773,0,https://stackoverflow.com/questions/68924524/select-by-name-in-sap-with-vba-and-sap-gui,"excel, vba, sap-gui",True
Getting error when trying to connect to SAPGUI using Pywin32,1628692676,0,https://stackoverflow.com/questions/68744108/getting-error-when-trying-to-connect-to-sapgui-using-pywin32,"python, jupyter-notebook, anaconda, sap-gui",False
SAP software to Excel - Macro doesn&#39;t paste the values in a spreadsheet,1628631196,0,https://stackoverflow.com/questions/68733686/sap-software-to-excel-macro-doesnt-paste-the-values-in-a-spreadsheet,"excel, vba, sap-gui",False
Get the total of a column using sap gui,1628593687,0,https://stackoverflow.com/questions/68725694/get-the-total-of-a-column-using-sap-gui,"vba, sap-gui",True
Reading text in Table Control,1628273381,2,https://stackoverflow.com/questions/68685911/reading-text-in-table-control,"excel, vba, sap-erp, sap-gui",True
Search help using methods for a Data Element in SAP,1628170339,1,https://stackoverflow.com/questions/68667568/search-help-using-methods-for-a-data-element-in-sap,"abap, sap-gui",True
Detecting window in SAP GUI script with if condition,1628077184,0,https://stackoverflow.com/questions/68650612/detecting-window-in-sap-gui-script-with-if-condition,"user-interface, sap-gui",False
Get the value of an output screen field,1628066875,0,https://stackoverflow.com/questions/68648195/get-the-value-of-an-output-screen-field,"vba, rows, sap-gui",True
Best strategy to deal with multiple unexpected pop-up windows on SAP - DEP?,1628003820,0,https://stackoverflow.com/questions/68638670/best-strategy-to-deal-with-multiple-unexpected-pop-up-windows-on-sap-dep,"excel, vba, if-statement, sap-gui",True
Where I find my Connection String to automate SAP through in C# application?,1627048433,-2,https://stackoverflow.com/questions/68500329/where-i-find-my-connection-string-to-automate-sap-through-in-c-application,"c#, sap-gui",False
COM Error while trying to perform action on SAP application,1626903890,0,https://stackoverflow.com/questions/68476812/com-error-while-trying-to-perform-action-on-sap-application,"python, com, pywin32, sap-gui",False
Find Message Number of Popup Dialog Text,1626762193,1,https://stackoverflow.com/questions/68450367/find-message-number-of-popup-dialog-text,"vba, sap-gui",True
How to verify the Active Window in SAP GUI using VBA,1626277715,1,https://stackoverflow.com/questions/68381254/how-to-verify-the-active-window-in-sap-gui-using-vba,"vba, error-handling, sap-gui",True
VBA Loop Not Pasting Correctly from Excel,1624966533,0,https://stackoverflow.com/questions/68177919/vba-loop-not-pasting-correctly-from-excel,"vba, sap-gui",False
Can two SAP GUI scripts be joined while working on an open connection with the help of VBA?,1624954801,0,https://stackoverflow.com/questions/68175013/can-two-sap-gui-scripts-be-joined-while-working-on-an-open-connection-with-the-h,"vba, automation, scripting, sap-gui",False
Loop Stops due to an IF Statement,1624617426,0,https://stackoverflow.com/questions/68129612/loop-stops-due-to-an-if-statement,"vba, if-statement, sap-gui",False
SAP GUI opens Excel Automatically after Report Extraction,1621865598,1,https://stackoverflow.com/questions/67673574/sap-gui-opens-excel-automatically-after-report-extraction,"excel, vba, sap-gui",False
VBA code to select certain value in SAP GUI then replace with new value,1621366770,0,https://stackoverflow.com/questions/67592957/vba-code-to-select-certain-value-in-sap-gui-then-replace-with-new-value,"vba, scripting, sap-gui",True
How to automate a SAP GUI process without using Script Recording and playback option,1620902363,1,https://stackoverflow.com/questions/67517826/how-to-automate-a-sap-gui-process-without-using-script-recording-and-playback-op,"python, vba, user-interface, automation, sap-gui",False
"SAP Macro running through Excel, how to get data to populate on Excel sheet?",1620836403,0,https://stackoverflow.com/questions/67507416/sap-macro-running-through-excel-how-to-get-data-to-populate-on-excel-sheet,"excel, vba, sap-gui",False
Excel SAP GUI Compile error label not defined,1620768247,0,https://stackoverflow.com/questions/67494538/excel-sap-gui-compile-error-label-not-defined,"excel, vba, user-interface, sap-gui",True
dealing with excel &quot;Save Changes&quot; pop up opening in another instance and halting my code,1620441186,0,https://stackoverflow.com/questions/67443553/dealing-with-excel-save-changes-pop-up-opening-in-another-instance-and-halting,"excel, vba, sap-gui",True
How to copy table from SAP GUI to one sheet in Excel,1620166567,1,https://stackoverflow.com/questions/67392863/how-to-copy-table-from-sap-gui-to-one-sheet-in-excel,"excel, vba, sap-gui",True
How to close an Excel file opened by another application? Using python with win32com.client,1619717470,1,https://stackoverflow.com/questions/67322362/how-to-close-an-excel-file-opened-by-another-application-using-python-with-win3,"python, excel, pywin32, sap-gui",True
How to dynamically update and run a .bas file with Python?,1619551192,0,https://stackoverflow.com/questions/67289401/how-to-dynamically-update-and-run-a-bas-file-with-python,"python, excel, vba, sap-gui, smallbasic",False
SAP Script Recording and Playback - Cumulative data,1619001098,0,https://stackoverflow.com/questions/67194071/sap-script-recording-and-playback-cumulative-data,"vbscript, sap-gui",False
SAP Column IDs to an Array,1618339220,0,https://stackoverflow.com/questions/67080650/sap-column-ids-to-an-array,"vba, sap-gui",True
Run-time error 440 Property is Read Only - On one Macro,1618251592,0,https://stackoverflow.com/questions/67063668/run-time-error-440-property-is-read-only-on-one-macro,"excel, vba, sap-gui",True
"VBA Appactivate function works at first, but stops at second round",1617881675,1,https://stackoverflow.com/questions/67003152/vba-appactivate-function-works-at-first-but-stops-at-second-round,"excel, vba, sap-gui",False
SAP Script Recording and Playback : Copy Paste events are not recorded as part of script,1617596426,0,https://stackoverflow.com/questions/66948207/sap-script-recording-and-playback-copy-paste-events-are-not-recorded-as-part-o,"vbscript, sap-gui",False
How to use SAP GUI with win32com.client (Python)? Is there any possibility to listen to SAP GUI events?,1617265773,-3,https://stackoverflow.com/questions/66901013/how-to-use-sap-gui-with-win32com-client-python-is-there-any-possibility-to-li,"python, winapi, pywin32, win32com, sap-gui",False
"Login SAP, with Powershell using SAP Connector for Microsoft .NET",1617183571,-1,https://stackoverflow.com/questions/66885217/login-sap-with-powershell-using-sap-connector-for-microsoft-net,".net, powershell, sap-erp, sap-gui",False
Auto Login SAP GUI with powershell script,1617000277,0,https://stackoverflow.com/questions/66849710/auto-login-sap-gui-with-powershell-script,"powershell, sap-gui",False
Date of first day of current month,1616064796,-1,https://stackoverflow.com/questions/66689611/date-of-first-day-of-current-month,"vba, sap-gui",False
Trying to extract column reference from ME23N,1615954654,0,https://stackoverflow.com/questions/66666928/trying-to-extract-column-reference-from-me23n,sap-gui,True
Opening the excel file extracted from SAP,1615810440,0,https://stackoverflow.com/questions/66637813/opening-the-excel-file-extracted-from-sap,"excel, vba, sap-gui",False
Select and click workplace of SAP to load login interface via Python script,1615794634,-1,https://stackoverflow.com/questions/66634140/select-and-click-workplace-of-sap-to-load-login-interface-via-python-script,"python, authentication, sap-gui",True
How do I have to config my pc to view pdf documents in SAP Logon?,1615753256,0,https://stackoverflow.com/questions/66629151/how-do-i-have-to-config-my-pc-to-view-pdf-documents-in-sap-logon,"pdf, ascii, sap-erp, sap-gui",False
taking the value of the cell from SAP report,1615212129,0,https://stackoverflow.com/questions/66531239/taking-the-value-of-the-cell-from-sap-report,"vba, sap-gui",False
Error when trying to interact with an SAP element using the SapGuiLibrary from Robot Framework,1614942179,0,https://stackoverflow.com/questions/66491385/error-when-trying-to-interact-with-an-sap-element-using-the-sapguilibrary-from-r,"robotframework, sap-gui",True
extracting the file and invoice from SAP,1614256061,0,https://stackoverflow.com/questions/66368480/extracting-the-file-and-invoice-from-sap,"vba, sap-gui",False
Not able to access &quot;Local File&quot; Export in SAP GUI using scripting,1614071710,0,https://stackoverflow.com/questions/66330220/not-able-to-access-local-file-export-in-sap-gui-using-scripting,"excel, vba, scripting, sap-gui",False
Expanding a SAP Tree,1614048595,1,https://stackoverflow.com/questions/66326363/expanding-a-sap-tree,"automation, vbscript, hp-uft, sap-gui",True
Using VBA how to highlight row in SAP GUI,1612911274,0,https://stackoverflow.com/questions/66128438/using-vba-how-to-highlight-row-in-sap-gui,"vba, ms-access, sap-gui",False
adding Outlook library to access VBA prevents SAP createsession from working,1612197150,1,https://stackoverflow.com/questions/65996460/adding-outlook-library-to-access-vba-prevents-sap-createsession-from-working,"vba, ms-access-2016, sap-gui",False
How to call subroutine that references SpecialCells?,1611758847,1,https://stackoverflow.com/questions/65921499/how-to-call-subroutine-that-references-specialcells,"excel, vba, outlook-addin, sap-gui",True
wnd[1] not found with .findById(),1611645088,0,https://stackoverflow.com/questions/65897167/wnd1-not-found-with-findbyid,"vba, sap-gui",True
MS Access cannot connect to SAP &quot;Cannot load LibRfc32.dll&quot; error - VBA - SAP,1611254485,1,https://stackoverflow.com/questions/65833821/ms-access-cannot-connect-to-sap-cannot-load-librfc32-dll-error-vba-sap,"vba, ms-access, dll, sap-gui, saprfc",True
VBA opening new session in SAP GUI and execute transaction in it,1611251685,-1,https://stackoverflow.com/questions/65833108/vba-opening-new-session-in-sap-gui-and-execute-transaction-in-it,"vba, sap-gui",False
Copy from one workbook to specific sheet in another workbook,1610824888,0,https://stackoverflow.com/questions/65753716/copy-from-one-workbook-to-specific-sheet-in-another-workbook,"excel, vba, sap-gui",False
How to handle intermittent pop-up window,1610658986,0,https://stackoverflow.com/questions/65727039/how-to-handle-intermittent-pop-up-window,"vba, popup, sap-gui",True
"Change encoding, downloading file from SAP",1610376801,-1,https://stackoverflow.com/questions/65669127/change-encoding-downloading-file-from-sap,"python, sap-gui",False
What do I need to write in my macro to sort through sudden prompts in SAP GUI?,1610357688,-2,https://stackoverflow.com/questions/65664310/what-do-i-need-to-write-in-my-macro-to-sort-through-sudden-prompts-in-sap-gui,"vba, prompt, sap-gui",True
VBA - how to check if the session is activated,1609841914,0,https://stackoverflow.com/questions/65576970/vba-how-to-check-if-the-session-is-activated,"vba, scripting, sap-gui",False
Can&#39;t read all rows from GuiGridView. Getting blank after 34 rows,1609839212,1,https://stackoverflow.com/questions/65576298/cant-read-all-rows-from-guigridview-getting-blank-after-34-rows,"c#, selenium-webdriver, ui-automation, sap-gui",True
How to move/drag a GUITree node to another sibiling node in SAP,1609424894,0,https://stackoverflow.com/questions/65522115/how-to-move-drag-a-guitree-node-to-another-sibiling-node-in-sap,"c#, drag-and-drop, selenium-ide, sap-gui",False
SAPGUI not displaying long_text or text for unhandled custom exceptions,1609347437,1,https://stackoverflow.com/questions/65510656/sapgui-not-displaying-long-text-or-text-for-unhandled-custom-exceptions,"oop, exception, abap, sap-gui, netweaver",True
SAP GUI script loop though warning messages,1609096812,-1,https://stackoverflow.com/questions/65469570/sap-gui-script-loop-though-warning-messages,"vbscript, sap-gui",True
Excel file downloaded from SAP is not getting recognized in my VBA code,1608645457,-1,https://stackoverflow.com/questions/65409969/excel-file-downloaded-from-sap-is-not-getting-recognized-in-my-vba-code,"excel, vbscript, sap-gui",False
SAP GUI script handling two possible popups when saving,1608556167,0,https://stackoverflow.com/questions/65393369/sap-gui-script-handling-two-possible-popups-when-saving,"vba, sap-gui",True
How to select a row in GuiGridView based on row cell value?,1608275129,0,https://stackoverflow.com/questions/65352970/how-to-select-a-row-in-guigridview-based-on-row-cell-value,"c#, automation, frameworks, sap-gui",False
SAP GUI script how to test the presence of a message,1608272884,0,https://stackoverflow.com/questions/65352648/sap-gui-script-how-to-test-the-presence-of-a-message,"vba, sap-gui",True
SAP Automation GUIShell - subtype Toolbar how to handle PressButton,1608042698,0,https://stackoverflow.com/questions/65307928/sap-automation-guishell-subtype-toolbar-how-to-handle-pressbutton,"c#, selenium, automation, sap-gui, findelement",True
How to do Doubleclick Element on SAP GUIShell using Robot Framework?,1607435948,0,https://stackoverflow.com/questions/65200363/how-to-do-doubleclick-element-on-sap-guishell-using-robot-framework,"robotframework, sap-gui",False
How to insert a text into the GuiOkCodeField using SapGuiLibrary from Robot Framework?,1607082870,0,https://stackoverflow.com/questions/65143108/how-to-insert-a-text-into-the-guiokcodefield-using-sapguilibrary-from-robot-fram,"robotframework, sap-gui",True
Run-time error 619 The control could not be found by id,1606213028,0,https://stackoverflow.com/questions/64984382/run-time-error-619-the-control-could-not-be-found-by-id,"vba, sap-gui",True
SAP GUI scripting VBA - Button press is ignored,1606208884,0,https://stackoverflow.com/questions/64983323/sap-gui-scripting-vba-button-press-is-ignored,"vba, sap-gui",True
Connecting to SAP session through win32com (Python),1604933570,0,https://stackoverflow.com/questions/64753931/connecting-to-sap-session-through-win32com-python,"python, win32com, sap-gui",False
VBA excel: How to choose session in SAP,1604093235,0,https://stackoverflow.com/questions/64615998/vba-excel-how-to-choose-session-in-sap,"vba, excel-2010, sap-gui",False
Trouble Connecting to SAP Through VBA in Excel Error 614,1603230089,0,https://stackoverflow.com/questions/64453717/trouble-connecting-to-sap-through-vba-in-excel-error-614,"excel, vba, sap-gui",False
How to quit SAP using python and win32,1602937837,0,https://stackoverflow.com/questions/64402455/how-to-quit-sap-using-python-and-win32,"python, pywin32, win32com, sap-gui",True
Getting Run-Time error &#39;91&#39; when trying to connect to SAP,1602733125,1,https://stackoverflow.com/questions/64364514/getting-run-time-error-91-when-trying-to-connect-to-sap,"excel, vba, sap-gui",True
SAP GUI Context Menu Inaccessable,1602517469,1,https://stackoverflow.com/questions/64321027/sap-gui-context-menu-inaccessable,"c#, sap-gui",False
SAP sapshcut.exe forward slash in fieldname trying to prepopulate,1602150899,2,https://stackoverflow.com/questions/64260074/sap-sapshcut-exe-forward-slash-in-fieldname-trying-to-prepopulate,sap-gui,True
Starting SapGui app from python before scripting window,1601953815,0,https://stackoverflow.com/questions/64218816/starting-sapgui-app-from-python-before-scripting-window,"python, win32com, sap-gui",True
SAP GUI Scripting Recording Only Part of Action is Captured,1600975675,0,https://stackoverflow.com/questions/64053141/sap-gui-scripting-recording-only-part-of-action-is-captured,"vba, session, scripting, sap-gui",False
Close sap export multiple excel file with vba,1600776267,0,https://stackoverflow.com/questions/64009373/close-sap-export-multiple-excel-file-with-vba,"excel, vba, sap-gui",True
F4 search help based on a structure. How does it work?,1600440533,0,https://stackoverflow.com/questions/63958005/f4-search-help-based-on-a-structure-how-does-it-work,"abap, sap-gui",True
Best way to export data from other company&#39;s SAP,1600295897,0,https://stackoverflow.com/questions/63928824/best-way-to-export-data-from-other-companys-sap,"abap, sap-gui",True
C# SAP GUI Automation: DoubleClickNode Generates Runtime Error,1599567804,0,https://stackoverflow.com/questions/63793875/c-sap-gui-automation-doubleclicknode-generates-runtime-error,"c#, sap-gui",True
ListObjects Autofilter will works properly in debug mode only,1599479470,2,https://stackoverflow.com/questions/63777071/listobjects-autofilter-will-works-properly-in-debug-mode-only,"excel, vba, autofilter, listobject, sap-gui",False
Recipe update - row selection for particular phase,1599231684,0,https://stackoverflow.com/questions/63743650/recipe-update-row-selection-for-particular-phase,"vba, scripting, sap-gui",False
How to get a VBA script to work for variable field?,1599021527,0,https://stackoverflow.com/questions/63698799/how-to-get-a-vba-script-to-work-for-variable-field,"vba, sap-gui, sap-erp",False
NWBC SAP and Excel VBA,1598971704,0,https://stackoverflow.com/questions/63690055/nwbc-sap-and-excel-vba,"excel, vba, sap-gui",False
How to use robotframework SAP Gui Library keyword to iterate through a grid made using GuiLabel Objects,1598523056,0,https://stackoverflow.com/questions/63613772/how-to-use-robotframework-sap-gui-library-keyword-to-iterate-through-a-grid-made,"robotframework, sap-gui",False
How to Paste Values from The Clipboard to SAP GUI,1597487446,1,https://stackoverflow.com/questions/63425010/how-to-paste-values-from-the-clipboard-to-sap-gui,"vba, sap-gui",True
application.Children is an empty list while using SAP GUI with VBScript:,1597173962,-1,https://stackoverflow.com/questions/63365071/application-children-is-an-empty-list-while-using-sap-gui-with-vbscript,"vbscript, autodesk, sap-gui",True
How to automatically set path and filename of sap .xlsx/.xls/.xlsm extraction with SAP GUI,1597072989,1,https://stackoverflow.com/questions/63343122/how-to-automatically-set-path-and-filename-of-sap-xlsx-xls-xlsm-extraction-wi,"excel, vba, sap-gui",True
Table counts copy into the excel,1596747382,0,https://stackoverflow.com/questions/63291625/table-counts-copy-into-the-excel,"vba, sap-gui",False
SAP TCODE Extraction tool request,1595603231,0,https://stackoverflow.com/questions/63076359/sap-tcode-extraction-tool-request,"sap-gui, sap-basis",False
Making the Set focus a variable for a SAP macro,1595582269,0,https://stackoverflow.com/questions/63070596/making-the-set-focus-a-variable-for-a-sap-macro,"vba, sap-gui",True
Issue ingesting RAW datatype column using PyRFC,1595310530,2,https://stackoverflow.com/questions/63008161/issue-ingesting-raw-datatype-column-using-pyrfc,"python, python-2.6, sap-gui, pyrfc",True
SAP Error handling using SAP GUI scripting and VBA,1595169323,-3,https://stackoverflow.com/questions/62981635/sap-error-handling-using-sap-gui-scripting-and-vba,"excel, vba, sap-gui",True
How to add an app to Launchpad with application type &quot;SAPUI5-Fiori-App&quot;?,1594280325,0,https://stackoverflow.com/questions/62809744/how-to-add-an-app-to-launchpad-with-application-type-sapui5-fiori-app,"sap-fiori, sap-gui",False
Unable to launch SAP session on locked screen,1593771130,0,https://stackoverflow.com/questions/62713215/unable-to-launch-sap-session-on-locked-screen,"python-3.6, autoit, rpa, sap-gui",False
IF function depending on Order Type,1593688829,0,https://stackoverflow.com/questions/62695200/if-function-depending-on-order-type,"vba, sap-gui",True
Suppress SAP Information popup while executing VBA script,1593610241,0,https://stackoverflow.com/questions/62678114/suppress-sap-information-popup-while-executing-vba-script,sap-gui,True
SAP copy tables to excel wrong values,1593494942,0,https://stackoverflow.com/questions/62650829/sap-copy-tables-to-excel-wrong-values,"excel, vba, sap-gui",False
How to Log into SAPGUI using Python 3?,1592579374,2,https://stackoverflow.com/questions/62473217/how-to-log-into-sapgui-using-python-3,"python, sap-gui",True
Executing string as property to set values in SAP with VBS,1592076407,0,https://stackoverflow.com/questions/62364650/executing-string-as-property-to-set-values-in-sap-with-vbs,"vbscript, sap-gui, callbyname",True
Simulate button Cancel on Excel &quot;Save changes&quot; pop up,1591718114,0,https://stackoverflow.com/questions/62286702/simulate-button-cancel-on-excel-save-changes-pop-up,"excel, vba, popup, sap-gui",True
Access data from excel spreadsheet generated from running any transaction,1591626422,0,https://stackoverflow.com/questions/62264334/access-data-from-excel-spreadsheet-generated-from-running-any-transaction,"excel, vba, sap-gui",False
SAP GUI Scripting Error 619 control could not be found by id,1591391887,0,https://stackoverflow.com/questions/62224247/sap-gui-scripting-error-619-control-could-not-be-found-by-id,"excel, vba, sap-gui",False
SAP Scripting Errors in Python,1591182474,0,https://stackoverflow.com/questions/62171371/sap-scripting-errors-in-python,"python, sap-gui",False
How to &quot;Click&quot; on the green arrow shown in image [SAP welcome screen],1590645150,0,https://stackoverflow.com/questions/62057888/how-to-click-on-the-green-arrow-shown-in-image-sap-welcome-screen,"excel, vba, scripting, sap-erp, sap-gui",False
Opening SAP Logon Pad with VBA for any windows user profile,1590515052,0,https://stackoverflow.com/questions/62028215/opening-sap-logon-pad-with-vba-for-any-windows-user-profile,"excel, vba, sap-gui",False
